token	source	sfdir_file  context_required	category    block_level    definition
AA
ABS
ADD
ALIGNPTS
ALIGNRP
AND
CALL
CEILING
CINDEX
CLEAR
DEBUG
DELTAC1
DELTAC2
DELTAC3
DELTAP1
DELTAP2
DELTAP3
DEPTH
DIV
DUP
EIF
ELSE
ENDF
EQ
EVEN
FDEF
FLIPOFF
FLIPON
FLIPPT
FLIPRGOFF
FLIPRGON
FLOOR
GC
cur	fontforge	all	ttasm_func	constant	
orig	fontforge	all	ttasm_func	constant	
GETINFO
GFV
GPV
GT
GTEQ
IDEF
IF
INSTCTRL
IP
ISECT
IUP
x	fontforge	all	ttasm_func	constant	
y	fontforge	all	ttasm_func	constant	
JMPR
JROF
JROT
LOOPCALL
LT
LTEQ
MAX
MDAP
no-rnd	fontforge	all	ttasm_func	constant	
rnd	fontforge	all	ttasm_func	constant	
MDRP03
MDRP07
MDRP0b
MDRP0f
MDRP13
MDRP17
MDRP1b
MDRP1f
MDRP
black	fontforge	all	ttasm_func	constant	
grey	fontforge	all	ttasm_func	constant	
min,black	fontforge	all	ttasm_func	constant	
min,grey	fontforge	all	ttasm_func	constant	
min,rnd,black	fontforge	all	ttasm_func	constant	
min,rnd,grey	fontforge	all	ttasm_func	constant	
min,rnd,white	fontforge	all	ttasm_func	constant	
min,white	fontforge	all	ttasm_func	constant	
rnd,black	fontforge	all	ttasm_func	constant	
rnd,grey	fontforge	all	ttasm_func	constant	
rnd,white	fontforge	all	ttasm_func	constant	
rp0,black	fontforge	all	ttasm_func	constant	
rp0,grey	fontforge	all	ttasm_func	constant	
rp0,min,black	fontforge	all	ttasm_func	constant	
rp0,min,grey	fontforge	all	ttasm_func	constant	
rp0,min,rnd,black	fontforge	all	ttasm_func	constant	
rp0,min,rnd,grey	fontforge	all	ttasm_func	constant	
rp0,min,rnd,white	fontforge	all	ttasm_func	constant	
rp0,min,white	fontforge	all	ttasm_func	constant	
rp0,rnd,black	fontforge	all	ttasm_func	constant	
rp0,rnd,grey	fontforge	all	ttasm_func	constant	
rp0,rnd,white	fontforge	all	ttasm_func	constant	
rp0,white	fontforge	all	ttasm_func	constant	
white	fontforge	all	ttasm_func	constant	
MD
grid	fontforge	all	ttasm_func	constant	
orig	fontforge	all	ttasm_func	constant	
MIAP
no-rnd	fontforge	all	ttasm_func	constant	
rnd	fontforge	all	ttasm_func	constant	
MIN
MINDEX
MIRP03
MIRP07
MIRP0b
MIRP0f
MIRP13
MIRP17
MIRP1b
MIRP1f
MIRP
black	fontforge	all	ttasm_func	constant	
grey	fontforge	all	ttasm_func	constant	
min,black	fontforge	all	ttasm_func	constant	
min,grey	fontforge	all	ttasm_func	constant	
min,rnd,black	fontforge	all	ttasm_func	constant	
min,rnd,grey	fontforge	all	ttasm_func	constant	
min,rnd,white	fontforge	all	ttasm_func	constant	
min,white	fontforge	all	ttasm_func	constant	
rnd,black	fontforge	all	ttasm_func	constant	
rnd,grey	fontforge	all	ttasm_func	constant	
rnd,white	fontforge	all	ttasm_func	constant	
rp0,black	fontforge	all	ttasm_func	constant	
rp0,grey	fontforge	all	ttasm_func	constant	
rp0,min,black	fontforge	all	ttasm_func	constant	
rp0,min,grey	fontforge	all	ttasm_func	constant	
rp0,min,rnd,black	fontforge	all	ttasm_func	constant	
